,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),shipment_cost
6112,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2012-04-26,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,350,4602.5,13.15,0.22,Mylan (formerly Matrix) Nashik,Yes,36.0,1188.75,6.45,5797.7
6113,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,29980,233244.4,7.78,0.13,Mylan (formerly Matrix) Nashik,Yes,2721.0,27441.22,327.01,261012.63
6114,Cameroon,PMO - US,Direct Drop,EXW,Air,2013-11-07,2013-10-30,2013-10-29,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,20993,97617.45,4.65,0.16,"Aurobindo Unit VII, IN",Yes,2100.0,17568.6,120.75,115306.79999999999
6115,Ghana,PMO - US,Direct Drop,EXW,Air,2015-04-10,2015-04-10,2015-04-13,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,11538,22960.62,1.99,0.03,"Mylan,  H-12 & H-13, India",No,1047.0,5869.655000000001,23.6,28853.875
6116,Uganda,PMO - US,Direct Drop,FCA,Air,2010-12-21,2010-12-21,2010-12-21,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 500mg [Invirase], tablets, 120 Tabs",Saquinavir,Invirase,500mg,Tablet,120,98,10150.19,103.57,0.86,Roche Madrid,Yes,18.0,968.25,16.75,11135.19
6117,Haiti,PMO - US,Direct Drop,EXW,Ocean,2015-08-13,2015-08-13,2015-08-14,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,65760,434673.6,6.61,0.11,"Hetero, Jadcherla, unit 5, IN",No,1047.0,5869.655000000001,511.61,441054.865
6118,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-07-14,2011-11-18,2011-11-18,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,51382,332441.54,6.47,0.22,"Cipla, Goa, India",Yes,1047.0,5869.655000000001,548.53,338859.72500000003
6119,Vietnam,PMO - US,Direct Drop,EXW,Air,2014-12-19,2014-12-19,2014-12-19,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,35000.0,3.5,0.12,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,35.98,40905.635
6120,Rwanda,PMO - US,Direct Drop,CIP,Air,2011-01-11,2011-01-11,2011-01-11,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1396,6044.68,4.33,0.14,Hetero Unit III Hyderabad IN,Yes,1047.0,5869.655000000001,13.03,11927.365000000002
6121,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-08-11,2009-08-11,2009-08-11,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,163,4195.98,25.74,0.86,"Aspen-OSD, Port Elizabeth, SA",Yes,1047.0,5869.655000000001,8.22,10073.855
6122,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,2013-04-16,2013-04-16,2013-04-16,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg [Epivir], tablets, 60 Tabs",Lamivudine,Epivir,150mg,Tablet,60,19284,144614.29,7.5,0.12,GSK Ware (UK),No,1047.0,5869.655000000001,178.89,150662.83500000002
6123,South Sudan,PMO - US,Direct Drop,EXW,Air,2014-02-11,2014-02-11,2014-02-11,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",No,1047.0,5869.655000000001,17.81,20287.465
6124,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-10-24,2013-10-24,2013-11-01,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,6355,203360.0,32.0,1.6,"Trinity Biotech, Plc",Yes,290.0,15450.88,251.56,219062.44
6125,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-29,2014-08-29,2014-08-29,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,122,3142.69,25.76,0.21,ABBVIE Ludwigshafen Germany,No,1047.0,5869.655000000001,3.89,9016.235
6126,Uganda,PMO - US,Direct Drop,EXW,Ocean,2013-12-18,2013-12-18,2013-12-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9888,64173.12,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,858.0,10833.06,79.38,75085.56000000001
6127,Nigeria,PMO - US,Direct Drop,EXW,Air,2013-11-07,2013-11-07,2013-11-17,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,3036,270204.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,1233.0,20602.3,334.24,291140.54
6128,Nigeria,PMO - US,Direct Drop,EXW,Air,2010-05-05,2010-06-18,2010-06-18,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2334,186720.0,80.0,0.8,Inverness Japan,Yes,1130.0,21654.06,402.57,208776.63
6129,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2013-02-20,2013-02-20,2013-02-20,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,2424,70296.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,621.0,7811.66,98.55,78206.21
6130,Nigeria,PMO - US,Direct Drop,EXW,Air,2014-08-19,2014-09-02,2014-09-04,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,5905,525545.0,89.0,0.89,"Alere Medical Co., Ltd.",Yes,2402.0,35747.28,540.26,561832.54
6131,Mozambique,PMO - US,Direct Drop,CIP,Air,2015-06-09,2015-06-09,2015-07-16,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,162,8991.0,55.5,0.92,"MSD, Haarlem, NL",No,1047.0,5869.655000000001,10.58,14871.235
6132,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,2012-12-07,2012-12-07,2012-12-07,ANTM,Malaria,AMSTELFARMA B.V.,"Sulfadoxine/Pyrimethamine 500/25mg, tablets, 1000 Tabs",Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,602,15230.6,25.3,0.03,"Micro Labs, Hosur, India",Yes,488.0,7393.13,21.35,22645.079999999998
6133,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-11-19,2009-11-19,2009-11-19,ARV,Adult,S. BUYS WHOLESALER,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,190,1581.34,8.32,0.28,"BMS Meymac, France",No,1047.0,5869.655000000001,3.1,7454.095000000001
6134,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,16,539.58,33.72,1.12,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.67,6409.905000000001
6135,South Africa,PMO - US,Direct Drop,DDP,Truck,2009-10-21,2009-10-21,2009-10-21,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,6,58.03,9.67,0.11,ABBVIE (Abbott) France,Yes,1047.0,5869.655000000001,0.11,5927.795
6136,Zimbabwe,PMO - US,Direct Drop,EXW,Air Charter,2014-09-17,2014-09-17,2014-09-19,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,15187,70163.94,4.62,0.15,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,72.13,76105.725
6137,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-10-23,2009-10-23,2009-10-23,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2600,7540.0,2.9,0.05,Hetero Unit III Hyderabad IN,Yes,373.0,4266.24,14.78,11821.02
6138,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-12-02,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1260,1839.6,1.46,0.02,"Aurobindo Unit III, India",Yes,82.0,1211.48,3.61,3054.69
6139,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-04-19,2010-03-31,2010-03-31,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,18799,51321.27,2.73,0.05,Hetero Unit III Hyderabad IN,Yes,1098.0,5869.655000000001,110.65,57301.575
6140,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-04-19,2010-03-30,2010-03-30,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,586,4395.0,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,30.0,5869.655000000001,9.48,10274.135
6141,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2010-04-01,2010-03-25,2010-03-25,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,17896,156768.96,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,1188.0,4097.0,307.27,161173.22999999998
6142,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2010-05-03,2010-05-03,2010-05-03,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,18000,201960.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,2281.0,15254.43,435.43,217649.86
6143,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2010-06-30,2010-06-28,2010-06-28,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,22571,253246.62,11.22,0.19,"Aurobindo Unit III, India",Yes,2657.0,5869.655000000001,546.0,259662.275
6144,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2010-07-12,2010-06-30,2010-06-30,ARV,Adult,SCMS from RDC,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,7560,10659.6,1.41,0.02,"Strides, Bangalore, India.",Yes,2027.0,19372.86,22.98,30055.44
6145,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2011-03-31,2011-05-20,2011-05-20,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,2786,9138.08,3.28,0.05,"Cipla, Goa, India",Yes,213.0,3403.98,19.7,12561.76
6146,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2011-11-03,2011-09-28,2011-09-28,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,4300,10019.0,2.33,0.04,"Aurobindo Unit III, India",Yes,220.0,18495.9,16.53,28531.43
6147,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,2011-09-30,2011-09-15,2011-09-15,ARV,Adult,SCMS from RDC,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4224,61797.12,14.63,0.24,Mylan (formerly Matrix) Nashik,Yes,1926.0,3134.82,101.97,65033.91
6148,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2012-03-12,2012-03-05,2012-03-05,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,1000,32000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,334.0,3494.5,44.86,35539.36
6149,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2012-06-20,2012-04-30,2012-04-30,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,50000,813500.0,16.27,0.54,Mylan (formerly Matrix) Nashik,Yes,6078.0,27441.22,1140.53,842081.75
6150,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-02-01,2011-02-01,2011-02-01,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,92000,216200.0,2.35,0.08,"Aurobindo Unit III, India",Yes,5184.0,9592.95,466.13,226259.08000000002
6151,Guyana,PMO - US,Direct Drop,EXW,Air,2012-11-21,2012-11-21,2012-11-21,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,6,174.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,2.0,297.0,0.24,471.24
6152,Nigeria,PMO - US,Direct Drop,EXW,Air,2015-04-22,2015-04-22,2015-04-22,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,6705,214560.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1047.0,5869.655000000001,252.54,220682.195
6153,Vietnam,PMO - US,Direct Drop,EXW,Air,2013-09-28,2013-09-28,2013-09-28,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,429,5255.25,12.25,0.2,Hetero Unit III Hyderabad IN,No,1047.0,5869.655000000001,6.5,11131.405
6154,Zambia,PMO - US,Direct Drop,FCA,Air,2015-05-18,2015-05-18,2015-05-19,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2265,69807.3,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2272.0,13303.8,71.76,83182.86
6155,Uganda,PMO - US,Direct Drop,EXW,Air,2013-10-28,2013-10-28,2013-10-30,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Efavirenz 200mg, tablets, 30 Tabs",Efavirenz,Generic,200mg,Tablet,30,61386,92079.0,1.5,0.05,Mylan (formerly Matrix) Nashik,Yes,3262.0,12034.96,113.9,104227.85999999999
6156,Nigeria,PMO - US,Direct Drop,EXW,Air,2011-08-31,2011-08-25,2011-08-25,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2853,253917.0,89.0,0.89,Inverness Japan,Yes,1360.0,32499.11,418.96,286835.07
6157,South Africa,PMO - US,Direct Drop,DDP,Ocean,2011-02-14,2011-02-14,2011-02-14,ARV,Adult,CIPLA LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,158000,440820.0,2.79,0.05,"Cipla, Goa, India",Yes,16768.0,23721.9,950.41,465492.31
6158,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2012-03-27,2012-03-27,2012-03-27,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,300mg,Test kit,100,2070,165600.0,80.0,0.8,"Alere Medical Co., Ltd.",Yes,988.0,19368.23,232.17,185200.40000000002
6159,Haiti,PMO - US,Direct Drop,FCA,Air,2014-01-23,2014-01-23,2014-01-24,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,80,475.2,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,8.0,737.12,0.59,1212.9099999999999
6160,Zimbabwe,PMO - US,Direct Drop,EXW,Air,2012-10-10,2012-10-10,2012-10-10,HRDT,HIV test,BIOLYTICAL LABORATORIES INC.,"HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test","HIV 1/2, INSTI HIV Antibody Individual POC, 1 Test",INSTi,300mg,Test kit,1,11626,29065.0,2.5,2.5,bioLytical Laboratories,Yes,613.0,8434.27,40.75,37540.020000000004
6161,Rwanda,PMO - US,Direct Drop,EXW,Air,2011-11-04,2011-11-04,2011-11-04,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,2530,196581.0,77.7,0.78,Inverness Japan,Yes,575.0,26849.57,324.36,223754.93
6162,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2010-01-26,2010-01-26,2010-01-26,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,300mg,Test kit,40,2400,264000.0,110.0,2.75,Bio-Rad Laboratories,Yes,2635.0,19145.8,569.18,283714.98
6163,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-08-24,2015-08-24,2015-08-24,ARV,Pediatric,PHARMACY DIRECT,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,17,91.92,5.41,0.02,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.09,5961.665000000001
6164,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-10-03,2014-10-03,2014-10-03,ARV,Adult,PHARMACY DIRECT,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,8,241.69,30.21,1.01,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.25,6111.595
6165,Ethiopia,PMO - US,Direct Drop,EXW,Air,2012-05-08,2012-05-08,2012-05-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,300mg,Test kit,20,340,9860.0,29.0,1.45,Chembio Diagnostics Sys. Inc.,Yes,1047.0,5869.655000000001,13.82,15743.475
6166,Burundi,PMO - US,Direct Drop,EXW,Air,2013-04-03,2013-04-03,2013-04-03,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Dipstick Assay Kit, 30 Tests","HIV 1/2, Stat-Pak Dipstick Assay Kit",Stat-Pak,300mg,Test kit,30,514,14186.4,27.6,0.92,Chembio Diagnostics Sys. Inc.,Yes,55.0,758.65,17.55,14962.599999999999
6167,Vietnam,PMO - US,Direct Drop,EXW,Air,2010-07-06,2010-07-06,2010-07-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14952,128736.72,8.61,0.14,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,252.32,134858.695
6168,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,2013-11-20,2013-11-20,2013-11-26,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,10,308.2,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,38.0,1573.41,0.38,1881.9900000000002
6169,Cameroon,PMO - US,Direct Drop,EXW,Air,2011-10-28,2011-10-28,2011-10-28,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,300mg,Test kit,100,20,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,1222.56,11.55,8234.109999999999
6170,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2010-01-21,2010-01-21,2010-01-21,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,300mg,Test kit,100,3500,245000.0,70.0,0.7,Inverness Japan,Yes,794.0,12506.12,528.22,258034.34
6171,Haiti,PMO - US,Direct Drop,CIP,Air,2013-05-14,2013-05-14,2013-05-14,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Raltegravir 400mg [Isentress], tablets, 60 Tabs",Raltegravir,Isentress,400mg,Tablet,60,120,6660.0,55.5,0.92,"MSD, Haarlem, NL",Yes,11.0,260.0,8.24,6928.24
6172,Vietnam,PMO - US,Direct Drop,FCA,Air,2011-09-22,2011-09-22,2011-09-22,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4951,406972.2,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,1232.0,8108.91,671.5,415752.61
6173,South Africa,PMO - US,Direct Drop,DDP,Truck,2015-07-24,2015-07-24,2015-07-24,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,14,270.58,19.33,0.32,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.28,6140.515
6174,Nigeria,PMO - US,Direct Drop,EXW,Air,2012-12-21,2012-12-21,2012-12-21,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,300mg,Test kit,20,6042,193344.0,32.0,1.6,"Trinity Biotech, Plc",Yes,1990.0,23396.04,271.07,217011.11000000002
6175,South Africa,PMO - US,Direct Drop,DDP,Truck,2014-08-27,2014-08-27,2014-08-27,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10,278.26,27.83,0.46,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,0.34,6148.255000000001
6176,Haiti,PMO - US,Direct Drop,EXW,Ocean,2012-12-20,2012-12-20,2012-12-20,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,35616,126436.8,3.55,0.12,"Aurobindo Unit III, India",No,1047.0,5869.655000000001,177.26,132483.71500000003
6177,Vietnam,PMO - US,Direct Drop,FCA,Air,2013-05-17,2013-05-17,2013-05-17,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1114,67753.48,60.82,0.51,ABBVIE Ludwigshafen Germany,Yes,266.0,6568.7,83.81,74405.98999999999
6178,Zimbabwe,PMO - US,Direct Drop,FCA,Air,2013-06-19,2013-06-19,2013-06-19,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,2346,72303.72,30.82,0.1,ABBVIE (Abbott) Logis. UK,Yes,2172.0,31073.95,101.37,103479.04
6179,South Africa,PMO - US,Direct Drop,DDP,Air,2010-08-24,2010-08-24,2010-08-24,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,53234,248602.78,4.67,0.16,"Aurobindo Unit III, India",Yes,4507.0,5886.96,535.99,255025.72999999998
6180,Ghana,PMO - US,Direct Drop,EXW,Air,2014-06-12,2014-06-12,2014-06-12,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,14802,23091.12,1.56,0.05,"Aurobindo Unit III, India",Yes,951.0,7326.62,23.74,30441.48
