PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
FPQ-13094,SO-46820,DN-3414,Uganda,PMO - US,From RDC,N/A - From RDC,Air,16-Dec-13,20-Dec-13,8-Jan-14,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,2277,8857.53,3.89,0.06,Mylan (formerly Matrix) Nashik,Yes,128,1611.43,9.11
FPQ-11807,SO-44761,DN-3160,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,28-Jun-13,27-May-13,27-May-13,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240,1500,3150.0,2.1,0.01,"Aurobindo Unit III, India",Yes,575,4095.24,3.9
Pre-PQ Process,SO-1224,DN-410,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,4-Dec-07,4-Dec-07,4-Dec-07,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90,400,6400.0,16.0,0.18,"Aurobindo Unit III, India",Yes,38,1161.13,10.24
FPQ-9432,SO-42937,DN-2821,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,31-Aug-12,14-Aug-12,14-Aug-12,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,25000,134000.0,5.36,0.18,Hetero Unit III Hyderabad IN,Yes,5897,18461.22,187.87
Pre-PQ Process,SO-604,DN-446,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-07,30-Nov-07,30-Nov-07,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,488,34160.0,70.0,1.17,GSK Ware (UK),No,See DN-446 (ID#:11204),See DN-446 (ID#:11204),54.66
FPQ-5523,SO-36741,DN-2015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-10,7-Oct-10,7-Oct-10,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30,70,156.8,2.24,0.07,"Aurobindo Unit III, India",No,See DN-2015 (ID#:82917),See DN-2015 (ID#:82917),0.34
FPQ-12539,SCMS-199810,ASN-23000,Vietnam,PMO - US,Direct Drop,EXW,Air,23-Dec-13,23-Dec-13,23-Dec-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,4848,31463.52,6.49,0.11,Mylan (formerly Matrix) Nashik,Yes,415,1009.6,38.92
Pre-PQ Process,SO-10180,DN-898,Uganda,PMO - US,From RDC,N/A - From RDC,Air,25-Sep-08,25-Sep-08,25-Sep-08,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240,14668,30802.8,2.1,0.01,"Aurobindo Unit III, India",Yes,5511,7876.44,49.28
FPQ-8840,SO-41136,DN-2498,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,16-Mar-12,14-Feb-12,14-Feb-12,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,22,56.76,2.58,0.04,"Strides, Bangalore, India.",No,See DN-2498 (ID#:83002),See DN-2498 (ID#:83002),0.08
FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,23-Aug-10,23-Aug-10,23-Aug-10,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,39144,174190.8,4.45,0.15,"Strides, Bangalore, India.",No,See DN-1982 (ID#:82910),See DN-1982 (ID#:82910),375.56
FPQ-8303,SO-40501,DN-2632,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,31-May-12,16-May-12,16-May-12,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,Chewable/dispersible tablet - FDC,60,15855,39478.95,2.49,0.04,"Cipla, Goa, India",Yes,1380,4553.1,65.14
FPQ-6126,SCMS-83580,ASN-8577,Dominican Republic,PMO - US,Direct Drop,EXW,Truck,22-Oct-10,22-Oct-10,22-Oct-10,ARV,Adult,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",Ritonavir,Norvir,100mg,Capsule,168,52,7488.0,144.0,0.86,ABBVIE (Abbott) St. P'burg USA,Yes,Weight Captured Separately,Invoiced Separately,16.14
FPQ-12540,SCMS-198801,ASN-21502,Tanzania,PMO - US,Direct Drop,EXW,Ocean,23-Oct-13,23-Oct-13,23-Oct-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,163929,2047473.21,12.49,0.42,Mylan (formerly Matrix) Nashik,Yes,21675,20312.64,2532.72
FPQ-8428,SCMS-123540,ASN-14321,Vietnam,PMO - US,Direct Drop,EXW,Air,16-Apr-12,16-Apr-12,16-Apr-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,6549,92340.9,14.1,0.47,Mylan (formerly Matrix) Nashik,Yes,1208,3306.51,152.36
FPQ-14151,SCMS-240080,ASN-26466,Zambia,PMO - US,Direct Drop,EXW,Air,20-Jul-14,21-Jul-14,6-Aug-14,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60,39201,88202.25,2.25,0.04,"Aurobindo Unit III, India",Yes,3986,20555.45,90.67
FPQ-14942,SCMS-259074,ASN-31070,South Africa,PMO - US,Direct Drop,DDP,Truck,9-Mar-15,9-Mar-15,9-Mar-15,ARV,Adult,PHARMACY DIRECT,Lamivudine,Generic,150mg,Tablet,60,146,964.58,6.61,0.11,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.99
FPQ-12950,SO-46620,DN-3588,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,6-May-14,21-Mar-14,17-Apr-14,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,143023,1594706.45,11.15,0.37,Mylan (formerly Matrix) Nashik,No,See DN-3588 (ID#:83225),See DN-3588 (ID#:83225),1972.65
FPQ-10210,SO-42841,DN-2863,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,30-Oct-12,10-Oct-12,10-Oct-12,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,49999,490490.19,9.81,0.16,Hetero Unit III Hyderabad IN,No,See DN-2863 (ID#:85307),See DN-2863 (ID#:85307),687.67
FPQ-12255,SO-45590,DN-3386,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,15-Nov-13,22-Nov-13,20-Jan-14,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,8760,177127.2,20.22,0.17,ABBVIE Ludwigshafen Germany,Yes,1798,5856.65,219.11
FPQ-12590,SCMS-210541,ASN-24373,Haiti,PMO - US,Direct Drop,EXW,Ocean,9-May-14,9-May-14,12-May-14,ARV,Pediatric,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Abacavir/Lamivudine,Generic,60/30mg,Tablet - FDC,60,1080,4266.0,3.95,0.07,Mylan (formerly Matrix) Nashik,No,See ASN-24373 (ID#:16513),See ASN-24373 (ID#:16513),5.28
FPQ-4378,SO-34740,DN-1546,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,7-Dec-09,2-Dec-09,2-Dec-09,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,940,3290.0,3.5,0.06,"Strides, Bangalore, India.",Yes,49,1211.49,6.45
FPQ-5535,SCMS-71370,ASN-7374,South Africa,PMO - US,Direct Drop,DDP,Truck,4-Jun-10,4-Jun-10,4-Jun-10,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,60,200,1213.75,6.07,0.1,"BMS Meymac, France",Yes,Weight Captured Separately,Freight Included in Commodity Cost,2.62
FPQ-3964,SO-33171,DN-1629,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,11-Feb-10,2-Feb-10,2-Feb-10,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,200mg,Chewable/dispersible tablet,60,1800,27900.0,15.5,0.26,"Aurobindo Unit III, India",No,See DN-1629 (ID#:82857),See DN-1629 (ID#:82857),54.68
FPQ-8624,SO-41080,DN-2581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,21-Mar-12,8-Mar-12,8-Mar-12,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,200,466.0,2.33,0.04,Macleods Daman Plant INDIA,No,See DN-2581 (ID#:82457),See DN-2581 (ID#:82457),0.65
FPQ-11081,SCMS-169010,ASN-17635,"Congo, DRC",PMO - US,Direct Drop,EXW,Air,30-Apr-13,30-Apr-13,30-Apr-13,ANTM,Malaria,ACTION MEDEOR E.V.,Sulfadoxine/Pyrimethamine,Generic,500/25mg,Tablet - FDC,1000,415,10026.4,24.16,0.02,"Micro Labs, Hosur, India",Yes,329,1731.89,12.4
FPQ-3882,SCMS-51830,ASN-5184,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,30-Oct-09,30-Oct-09,30-Oct-09,ARV,Adult,Aurobindo Pharma Limited,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,2245,51635.0,23.0,0.77,"Aurobindo Unit III, India",Yes,226,2911.16,101.2
FPQ-5023,SO-36468,DN-1993,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,12-Aug-10,17-Aug-10,17-Aug-10,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,47150,128719.5,2.73,0.05,"Aurobindo Unit III, India",Yes,5357,6147.18,277.52
FPQ-12619,SO-46100,DN-3409,Guyana,PMO - US,From RDC,N/A - From RDC,Air,31-Dec-13,30-Nov-13,23-Dec-13,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,3402,19969.74,5.87,0.2,"Aurobindo Unit III, India",Yes,392,4523,24.7
Pre-PQ Process,SCMS-16220,ASN-1329,Ethiopia,PMO - US,Direct Drop,EXW,Air,4-Mar-08,4-Mar-08,4-Mar-08,ARV,Adult,ASPEN PHARMACARE,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,780,7.8,0.01,0.0,"Aspen-OSD, Port Elizabeth, SA",No,See ASN-1329 (ID#:6896),See ASN-1329 (ID#:6896),0.01
FPQ-11882,SO-44830,DN-3110,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,6-Jun-13,20-Jun-13,20-Jun-13,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,567,3708.18,6.54,0.11,Hetero Unit III Hyderabad IN,No,See DN-3110 (ID#:84809),See DN-3110 (ID#:84809),4.59
FPQ-12051,SCMS-188671,ASN-24431,Vietnam,PMO - US,Direct Drop,EXW,Air,20-Mar-14,20-Mar-14,20-Mar-14,ARV,Adult,Aurobindo Pharma Limited,Nevirapine,Generic,200mg,Tablet,60,6000,13500.0,2.25,0.04,"Aurobindo Unit III, India",Yes,594,1113.01,16.7
FPQ-14396,SO-49020,DN-4007,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,31-Oct-14,25-Nov-14,28-Nov-14,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,5403,73048.56,13.52,0.45,Mylan (formerly Matrix) Nashik,Yes,490,2016.1,75.09
FPQ-11143,SO-43961,DN-3001,Uganda,PMO - US,From RDC,N/A - From RDC,Air,22-Feb-13,20-Feb-13,20-Feb-13,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,240,969.6,4.04,0.13,Mylan (formerly Matrix) Nashik,No,See DN-3001 (ID#:83651),See DN-3001 (ID#:83651),1.2
FPQ-9749,SO-42372,DN-2932,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,15-Dec-12,26-Nov-12,26-Nov-12,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,17600,469920.0,26.7,0.22,Mylan (formerly Matrix) Nashik,No,See DN-2932 (ID#:83091),See DN-2932 (ID#:83091),658.83
FPQ-12522,SCMS-199283,ASN-27979,South Africa,PMO - US,Direct Drop,DDP,Truck,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,13,438.41,33.72,1.12,"Aurobindo Unit III, India",Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.54
FPQ-13123,SO-47080,DN-3828,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,29-Aug-14,5-Nov-14,7-Nov-14,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,90472,589877.44,6.52,0.11,"Aurobindo Unit III, India",No,See DN-3828 (ID#:82713),See DN-3828 (ID#:82713),606.39
Pre-PQ Process,SO-1430,DN-551,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,16-Jan-08,16-Jan-08,16-Jan-08,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240,792,4910.4,6.2,0.03,"Aurobindo Unit III, India",Yes,272,2047,7.86
FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,Didanosine,Generic,250mg,Delayed-release capsules,30,18,271.8,15.1,0.5,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.28
FPQ-8840,SO-41382,DN-2530,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,22-Mar-12,22-Mar-12,22-Mar-12,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,20,46.6,2.33,0.04,Hetero Unit III Hyderabad IN,Yes,1,491.43,0.07
Pre-PQ Process,SO-17830,DN-990,Uganda,PMO - US,From RDC,N/A - From RDC,Air,9-Dec-08,9-Dec-08,9-Dec-08,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,42,1726.2,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,123,845.37,3.38
FPQ-11022,SO-43840,DN-3197,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,31-May-13,28-May-13,28-May-13,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,120,19000,413820.0,21.78,0.18,Hetero Unit III Hyderabad IN,No,See DN-3197 (ID#:84271),See DN-3197 (ID#:84271),511.9
FPQ-7217,SO-39620,DN-2218,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,15-Jun-11,5-Jul-11,5-Jul-11,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,15508,38925.08,2.51,0.04,"Strides, Bangalore, India.",Yes,1107,13398.06,64.23
FPQ-4497,SO-34810,DN-1595,Uganda,PMO - US,From RDC,N/A - From RDC,Air,3-Feb-10,23-Dec-09,23-Dec-09,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60,100,146.0,1.46,0.02,"Aurobindo Unit III, India",Yes,7,523.64,0.31
Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,20-Sep-07,20-Sep-07,20-Sep-07,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240,390,1010.1,2.59,0.01,"Cipla, Goa, India",No,See DN-373 (ID#:10623),See DN-373 (ID#:10623),1.62
FPQ-3815,SO-32270,DN-1311,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,30-Jul-09,4-Aug-09,4-Aug-09,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,50,122.0,2.44,0.04,"Aurobindo Unit III, India",Yes,112,7445.8,0.24
FPQ-8840,SO-41144,DN-2508,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,16-Mar-12,14-Mar-12,14-Mar-12,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,187,1312.74,7.02,0.12,Hetero Unit III Hyderabad IN,Yes,125,1554.64,1.84
FPQ-9432,SO-41682,DN-2729,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2-Aug-12,9-Jul-12,9-Jul-12,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,3103,11822.43,3.81,0.13,"Strides, Bangalore, India.",No,See DN-2729 (ID#:82487),See DN-2729 (ID#:82487),16.58
FPQ-7176,SCMS-104390,ASN-11198,South Africa,PMO - US,Direct Drop,DDP,Ocean,14-Sep-11,14-Sep-11,14-Sep-11,ARV,Adult,Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,19836,167019.12,8.42,0.14,"Aurobindo Unit III, India",Yes,1820,698,275.58
FPQ-9354,SO-41640,DN-2609,Uganda,PMO - US,From RDC,N/A - From RDC,Air,21-Jun-12,27-Mar-12,27-Mar-12,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,11852,198283.96,16.73,0.56,Mylan (formerly Matrix) Nashik,Yes,1342,6340.2,277.99
FPQ-5581,SO-36680,DN-2006,Ethiopia,PMO - US,From RDC,N/A - From RDC,Air,15-Sep-10,13-Sep-10,13-Sep-10,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,1800,4194.0,2.33,0.04,"Aurobindo Unit III, India",Yes,74,530.36,9.04
FPQ-5430,SO-36560,DN-1791,Guyana,PMO - US,From RDC,N/A - From RDC,Air,15-Apr-10,28-Apr-10,28-Apr-10,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,4955,58221.25,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,376,4468.34,125.53
Pre-PQ Process,SO-2479,DN-861,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,20-Aug-08,20-Aug-08,20-Aug-08,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,5000,60050.0,12.01,0.4,Mylan (formerly Matrix) Nashik,Yes,4247,8231.95,96.08
Pre-PQ Process,SO-21787,DN-1194,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,30-Apr-09,30-Apr-09,30-Apr-09,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,3392,89040.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",Yes,298,2922.53,174.52
FPQ-11920,SO-46130,DN-3349,Dominican Republic,PMO - US,From RDC,N/A - From RDC,Air,29-Oct-13,16-Oct-13,29-Oct-13,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,48,225.6,4.7,0.16,Mylan (formerly Matrix) Nashik,Yes,29,594.4,0.28
FPQ-8327,SCMS-123880,ASN-14080,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,10-Apr-12,10-Apr-12,10-Apr-12,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,2052,34801.92,16.96,0.09,"MSD, Haarlem, NL",Yes,605,1416.03,57.42
FPQ-11254,SO-44120,DN-3246,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,1-Aug-13,23-Jul-13,23-Jul-13,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,3000,12120.0,4.04,0.13,Mylan (formerly Matrix) Nashik,Yes,188,1478.35,14.99
FPQ-14516,SCMS-249050,ASN-29375,Vietnam,PMO - US,Direct Drop,EXW,Air,17-Dec-14,17-Dec-14,17-Dec-14,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,19200,201600.0,10.5,0.35,Hetero Unit III Hyderabad IN,Yes,2719,4084.56,207.24
Pre-PQ Process,SCMS-47360,ASN-4286,South Africa,PMO - US,Direct Drop,DDP,Truck,31-Jul-09,4-May-09,4-May-09,ARV,Pediatric,S. BUYS WHOLESALER,Ritonavir,Norvir,80mg/ml,Oral solution,90,6,43.2,7.2,0.08,ABBVIE (Abbott) France,Yes,Weight Captured Separately,Freight Included in Commodity Cost,0.08
FPQ-6795,SCMS-103290,ASN-10811,Tanzania,PMO - US,Direct Drop,FCA,Air,27-Jun-11,27-Jun-11,27-Jun-11,ARV,Adult,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Didanosine EC,Videx EC,400mg,Delayed-release capsules - blister,30,772,18273.24,23.67,0.79,Bristol-Myers Squibb Anagni IT,No,See ASN-10811 (ID#:17259),See ASN-10811 (ID#:17259),30.15
FPQ-8742,SCMS-137420,ASN-15492,Rwanda,PMO - US,Direct Drop,EXW,Ocean,2-Aug-12,2-Aug-12,2-Aug-12,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,20370,72720.9,3.57,0.12,Hetero Unit III Hyderabad IN,Yes,1619,9054.61,101.95
Pre-PQ Process,SCMS-23500,ASN-2293,South Africa,PMO - US,Direct Drop,DDP,Truck,20-Aug-08,8-May-08,8-May-08,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,30mg,Capsule,60,1350,6979.5,5.17,0.09,"BMS Meymac, France",No,Weight Captured Separately,Freight Included in Commodity Cost,11.17
FPQ-15195,SO-50140,DN-4191,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,31-May-15,13-May-15,15-May-15,ARV,Adult,SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,619999,5951990.4,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,90446,68874.85,7005.49
Pre-PQ Process,SCMS-19800,ASN-1665,South Africa,PMO - US,Direct Drop,DDP,Truck,24-Apr-08,24-Apr-08,24-Apr-08,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Stocrin/Sustiva,200mg,Capsule,90,80,2252.0,28.15,0.31,"MSD Midrand, J'burg, SA",No,Weight Captured Separately,Freight Included in Commodity Cost,3.6
FPQ-15406,SO-50290,DN-4210,Burundi,PMO - US,From RDC,N/A - From RDC,Air,30-Jun-15,22-Apr-15,23-Apr-15,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,164,314.88,1.92,0.03,"Cipla, Goa, India",No,See DN-4210 (ID#:83906),See DN-4210 (ID#:83906),0.37
Pre-PQ Process,SO-24850,DN-1280,Haiti,PMO - US,From RDC,N/A - From RDC,Air,18-Jun-09,18-Jun-09,18-Jun-09,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240,2208,4239.36,1.92,0.01,"Aurobindo Unit III, India",Yes,827,7789.88,8.31
FPQ-11253,SO-44201,DN-3329,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,30-Sep-13,20-Sep-13,20-Sep-13,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3922,28512.94,7.27,0.12,Hetero Unit III Hyderabad IN,No,See DN-3329 (ID#:82602),See DN-3329 (ID#:82602),35.27
FPQ-14575,SO-49280,DN-4154,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,27-Feb-15,25-Mar-15,26-Mar-15,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,71600,156088.0,2.18,0.04,"Strides, Bangalore, India.",No,See DN-4154 (ID#:84454),See DN-4154 (ID#:84454),160.46
FPQ-10395,SO-42940,DN-2860,Uganda,PMO - US,From RDC,N/A - From RDC,Air,27-Oct-12,27-Oct-12,27-Oct-12,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,11994,64287.84,5.36,0.18,"Cipla, Kurkumbh, India",Yes,1199,7918,90.13
FPQ-7812,SO-40722,DN-2394,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,5-Dec-11,14-Oct-11,14-Oct-11,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24346,190385.72,7.82,0.26,Mylan (formerly Matrix) Nashik,Yes,2391,21326.73,314.14
FPQ-7175,SCMS-103440,ASN-11677,South Africa,PMO - US,Direct Drop,DDP,Ocean,4-Oct-11,11-Oct-11,11-Oct-11,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,58489,263785.39,4.51,0.15,"Aurobindo Unit III, India",Yes,4972,14439.19,435.25
Pre-PQ Process,SCMS-26200,ASN-2563,Vietnam,PMO - US,Direct Drop,EXW,Air,8-Oct-08,8-Oct-08,8-Oct-08,ARV,Adult,Aurobindo Pharma Limited,Stavudine,Generic,30mg,Capsule,60,42000,60900.0,1.45,0.02,"Aurobindo Unit III, India",Yes,2600,10179.16,97.44
FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,5-Nov-14,5-Nov-14,5-Nov-14,ARV,Adult,PHARMACY DIRECT,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,114,2179.73,19.12,0.64,Mylan (formerly Matrix) Nashik,No,Weight Captured Separately,Freight Included in Commodity Cost,2.24
FPQ-5237,SO-36220,DN-1768,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,21-Jul-10,21-Apr-10,21-Apr-10,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,3319,9060.87,2.73,0.05,"Aurobindo Unit III, India",Yes,699,3952.34,19.54
FPQ-3560,SCMS-49641,ASN-5157,South Africa,PMO - US,Direct Drop,DDP,Truck,12-Aug-09,12-Aug-09,12-Aug-09,ARV,Adult,S. BUYS WHOLESALER,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,8000,375880.98,46.99,0.39,ABBVIE Ludwigshafen Germany,Yes,Weight Captured Separately,Freight Included in Commodity Cost,736.73
Pre-PQ Process,SCMS-47500,ASN-4332,South Africa,PMO - US,Direct Drop,DDP,Truck,15-May-09,23-Apr-09,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,Stavudine,Zerit,20mg,Capsule,60,76,300.2,3.95,0.07,"BMS Meymac, France",No,See ASN-4332 (ID#:1115),See ASN-4332 (ID#:1115),0.59
